OBJECTID *,Shape *,FID_Macro,SiteID,CC_Num,Waterbody,Location,Date_,Sample_Type,Bioclass,Latitude,Longitude,EPT_S,BI,% Impervious,Drainage,Elevation,Boulder,Cobble,Gravel,Sand,Silt,Other_Substrate,Sub_Desc,Canopy,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Stream_Width,Channel_Width,Avg_Stream_Depth,MaxStream_Depth,Channel_Modification,Instream_Habitat,Substrate,Shade,Region,Basin,FID_Haw_Upper_Nuese_piedmont,FID_Haw_Upper_Nuese,BASIN,FID_Piedmont_statecl
1006,Point,169,BB93,9151,BRUSH CR,MARRIOT DR,2003-06-19T00:00:00Z,Qual 5,Not Rated,36.108611,-79.940556,5,6.720408,NA,1.8,815,0,0,0,100,0,<Null>,NA,100,21,100,7.1,7.3,3,3,0.1,0.2,5,11,3,8,<Null>,<Null>,1,1,Cape Fear,1
1007,Point,2689,BB122,4747,UT W FK DEEP R,NR W MARKET ST BE LCP,1988-10-13T00:00:00Z,Full Scale,Not Rated,36.108333,-80.025556,0,8.446154,0.122540650407,0.3,902,0,0,10,90,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1008,Point,2688,BB455,4746,UT W FK DEEP R,NR W MARKET ST AB LCP,1988-10-13T00:00:00Z,Full Scale,Not Rated,36.109444,-80.0225,8,5.688119,0.147408312958,0.17,906,0,0,10,90,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,1,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1009,Point,1205,JB12,2815,KNAP OF REEDS CR,NR SR 1100,1982-05-26T00:00:00Z,Full Scale,Poor,36.116667,-78.7975,4,7.905208,0.0198707838185,44.7,256,0,0,0,80,20,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1010,Point,1206,JB12,3477,KNAP OF REEDS CR,NR SR 1100,1985-06-12T00:00:00Z,Full Scale,Poor,36.116667,-78.7975,0,7.765385,0.0198707838185,44.7,256,0,0,10,70,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1011,Point,1207,JB12,3987,KNAP OF REEDS CR,NR SR 1100,1987-02-05T00:00:00Z,Full Scale,Poor,36.116667,-78.7975,3,7.634247,0.0198707838185,44.7,256,0,0,0,99,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,7,<Null>,1.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1012,Point,1208,JB12,5672,KNAP OF REEDS CR,NR SR 1100,1991-08-07T00:00:00Z,Full Scale,Fair,36.116667,-78.7975,8,6.997207,0.0198707838185,44.7,256,0,0,0,80,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1013,Point,1209,JB12,6723,KNAP OF REEDS CR,NR SR 1100,1994-09-19T00:00:00Z,Full Scale,Fair,36.116667,-78.7975,7,7.321875,0.0198707838185,44.7,256,0,0,0,90,10,<Null>,NA,90,22,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1014,Point,1210,JB12,8214,KNAP OF REEDS CR,NR SR 1100,2000-08-09T00:00:00Z,Full Scale,Fair,36.116667,-78.7975,8,7.138312,0.0198707838185,44.7,256,0,0,0,100,0,<Null>,NA,0,27,516,6.9,5.8,9,<Null>,0.5,<Null>,5,19,3,10,<Null>,<Null>,2,2,Neuse,1
1015,Point,1211,JB12,9368,KNAP OF REEDS CR,NR SR 1100,2004-04-15T00:00:00Z,Full Scale,Fair,36.116667,-78.7975,15,6.356571,0.0198707838185,44.7,256,0,0,0,90,10,<Null>,NA,60,14.8,125,6.94,9.83,7,7,0.5,1,5,11,3,10,<Null>,<Null>,2,2,Neuse,1
1016,Point,1034,BB61,8124,HORSEPEN CR,BLEDSOE RD,2000-06-06T00:00:00Z,Full Scale,Poor,36.1175,-79.8925,4,7.262025,0.280712993123,7.521,770,0,0,10,75,15,<Null>,NA,85,20,139,6.7,6.6,4,<Null>,0.3,<Null>,2,8,3,10,<Null>,<Null>,1,1,Cape Fear,1
1017,Point,1197,JB179,3480,KNAP OF REEDS CR,NR BRICKHOUSE RD,1985-06-13T00:00:00Z,Full Scale,Poor,36.121111,-78.801667,2,7.645455,0.0199220218401,42.7787,258,0,0,10,70,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1018,Point,1198,JB179,3988,KNAP OF REEDS CR,NR BRICKHOUSE RD,1987-02-05T00:00:00Z,Full Scale,Poor,36.121111,-78.801667,3,8.057857,0.0199220218401,42.7787,258,0,0,0,99,0,<Null>,NA,6,<Null>,<Null>,<Null>,<Null>,9,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1019,Point,1729,BB407,3438,N BUFFALO CR,SR 2832,1985-05-01T00:00:00Z,Full Scale,Poor,36.120278,-79.708333,2,8.561417,0.286445310305,37.1,690,30,20,0,50,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,12,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1020,Point,1730,BB407,4774,N BUFFALO CR,SR 2832,1988-11-09T00:00:00Z,Full Scale,Poor,36.120278,-79.708333,1,8.414179,0.286445310305,37.1,690,0,0,30,70,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,16,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1021,Point,1731,BB407,6242,N BUFFALO CR,SR 2832,1993-07-13T00:00:00Z,Full Scale,Poor,36.120278,-79.708333,4,8.1925,0.286445310305,37.1,690,15,10,10,45,10,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1022,Point,1732,BB407,7627,N BUFFALO CR,SR 2832,1998-07-08T00:00:00Z,Full Scale,Poor,36.120278,-79.708333,3,7.965089,0.286445310305,37.1,690,20,20,5,50,5,<Null>,NA,60,25,480,7.1,5.0999999999999996,13,<Null>,0.5,<Null>,4,16,8,7,<Null>,<Null>,1,1,Cape Fear,1
1023,Point,1733,BB407,9191,N BUFFALO CR,SR 2832,2003-07-10T00:00:00Z,Full Scale,Poor,36.120278,-79.708333,3,7.893642,0.286445310305,37.1,690,30,10,10,50,0,<Null>,NA,80,27,252,7.2,6.2,14,<Null>,1,2,5,16,5,10,<Null>,<Null>,1,1,Cape Fear,1
1024,Point,1734,BB407,10510,N BUFFALO CR,SR 2832,2008-07-23T00:00:00Z,Full Scale,Fair,36.120278,-79.708333,6,7.320264,0.286445310305,37.1,690,25,10,10,35,<Null>,20,bedrock,40,24.9,377,6.9,6.2,25,30,0.3,1.5,5,16,12,7,<Null>,<Null>,1,1,Cape Fear,1
1025,Point,1735,BB407,11662,N BUFFALO CR,SR 2832,2013-09-10T00:00:00Z,Full Scale,Fair,36.120278,-79.708333,7,6.88984,0.286445310305,37.1,690,20,20,15,30,15,<Null>,NA,50,23.8,419.3,7.2,6.7,18,20,0.5,2,5,16,8,7,<Null>,<Null>,1,1,Cape Fear,1
1026,Point,695,JB4,5627,ENO R,SR 1336,1991-07-08T00:00:00Z,EPT,Good-Fair,36.123611,-79.155,20,4.424038,0.00697894995283,26.8,561,20,20,15,40,5,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1027,Point,696,JB4,6869,ENO R,SR 1336,1995-07-24T00:00:00Z,EPT,Good-Fair,36.123611,-79.155,20,5.165556,0.00697894995283,26.8,561,15,20,5,50,10,<Null>,NA,0,24,51,7,6,8,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1028,Point,697,JB4,8249,ENO R,SR 1336,2000-08-07T00:00:00Z,EPT,Good,36.123611,-79.155,21,4.790722,0.00697894995283,26.8,561,20,20,25,25,10,<Null>,NA,0,25,83,7.1,6.4,6,<Null>,0.5,<Null>,5,19,8,10,<Null>,<Null>,2,2,Neuse,1
1029,Point,698,JB4,9647,ENO R,SR 1336,2005-06-29T00:00:00Z,EPT,Good-Fair,36.123611,-79.155,16,5.179167,0.00697894995283,26.8,561,10,20,10,40,10,<Null>,NA,70,21.9,79,7,5.4,10,11,0.3,1,5,17,13,7,<Null>,<Null>,2,2,Neuse,1
1030,Point,699,JB4,9911,ENO R,SR 1336,2006-05-16T00:00:00Z,Full Scale,Good-Fair,36.123611,-79.155,16,6.111224,0.00697894995283,26.8,561,10,30,20,30,10,<Null>,NA,70,17.5,73,6.4,7.8,10,<Null>,0.5,1.5,4,15,12,7,<Null>,<Null>,2,2,Neuse,1
1031,Point,700,JB4,11047,ENO R,SR 1336,2010-07-20T00:00:00Z,EPT,Fair,36.123611,-79.155,12,4.878378,0.00697894995283,26.8,561,20,30,20,20,10,<Null>,NA,80,25.1,79.400000000000006,5.9,5.3,5,8,0.4,1,5,19,12,10,<Null>,<Null>,2,2,Neuse,1
1032,Point,701,JB4,11891,ENO R,SR 1336,2014-07-07T00:00:00Z,Full Scale,Good-Fair,36.123611,-79.155,17,6.089655,0.00697894995283,26.8,561,20,10,10,50,10,<Null>,NA,80,22.1,85,6.6,6.7,10,13,0.3,0.8,4,11,13,10,<Null>,<Null>,2,2,Neuse,1
1033,Point,2736,BB3,9879,W UT TRAVIS CR,SR 1500,2006-09-25T00:00:00Z,Qual 4,Not Rated,36.124167,-79.5275,8,6.035714,NA,1.6,600,10,20,10,60,0,<Null>,NA,80,20.3,146,6.47,6.63,2,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1034,Point,2598,BB68,8475,UT HORSEPEN CR,CROSSTIMBERS DR,2001-07-12T00:00:00Z,Qual 5,Poor,36.123056,-79.872222,5,6.398387,NA,3.3,783,0,5,30,65,0,<Null>,NA,80,25,114,7.3,5.2,4,6,0.2,0.3,5,14,6,10,<Null>,<Null>,1,1,Cape Fear,1
1035,Point,1199,JB11,2814,KNAP OF REEDS CR,NR HIGHLAND DR,1982-05-26T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,11,6.95544,0.0184315279394,41.9,260,0,0,0,80,20,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1036,Point,1200,JB11,3476,KNAP OF REEDS CR,NR HIGHLAND DR,1985-06-12T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,10,6.826351,0.0184315279394,41.9,260,0,0,10,70,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1037,Point,1201,JB11,3986,KNAP OF REEDS CR,NR HIGHLAND DR,1987-02-05T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,14,6.903774,0.0184315279394,41.9,260,0,0,10,90,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,7,<Null>,1.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1038,Point,1202,JB11,5671,KNAP OF REEDS CR,NR HIGHLAND DR,1991-08-07T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,12,6.467619,0.0184315279394,41.9,260,0,0,0,70,30,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1039,Point,1203,JB11,6722,KNAP OF REEDS CR,NR HIGHLAND DR,1994-09-19T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,12,6.954104,0.0184315279394,41.9,260,0,0,0,80,20,<Null>,NA,90,18.5,<Null>,<Null>,<Null>,8,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1040,Point,1204,JB11,9367,KNAP OF REEDS CR,NR HIGHLAND DR,2004-04-15T00:00:00Z,Full Scale,Fair,36.127594,-78.798795,14,6.458289,0.0184315279394,41.9,260,0,0,0,100,0,<Null>,NA,60,13.2,77,6.9,9.5,7,7,0.5,1,5,11,3,10,<Null>,<Null>,2,2,Neuse,1
1041,Point,673,BB485,9881,E UT TRAVIS CR,SR 1504,2006-09-25T00:00:00Z,Qual 4,Not Rated,36.1272,-79.5127,7,6.438889,NA,2.02,621,30,30,20,10,10,<Null>,NA,90,20.2,97,6.49,6.96,4,6,0.1,0.5,5,16,12,10,<Null>,<Null>,1,1,Cape Fear,1
1042,Point,2597,BB37,8476,UT HORSEPEN CR,CHANCE DR,2001-07-12T00:00:00Z,Qual 5,Not Impaired,36.125833,-79.89,13,5.13871,NA,0.67,783,0,0,15,85,0,<Null>,NA,70,21,98,6.9,5.2,1,2,0.1,0.2,5,13,4,10,<Null>,<Null>,1,1,Cape Fear,1
1043,Point,2487,BB35,10106,TRAVIS CR,SR 1504,2006-09-11T00:00:00Z,Full Scale,Fair,36.128056,-79.5125,13,6.345935,0.0504640435263,8.81,590,5,10,15,65,5,<Null>,NA,80,19.899999999999999,153,6.4,5.2,4,6,0.2,0.6,5,16,5,10,<Null>,<Null>,1,1,Cape Fear,1
1044,Point,602,BB20,10108,DRY CR,SR 1529,2006-09-11T00:00:00Z,Qual 4,Not Rated,36.130278,-79.4775,7,6.906202,NA,2.7,575,0,15,15,65,5,<Null>,NA,100,19.8,182,6.8,6.7,3,3.5,0.2,0.3,5,15,3,8,<Null>,<Null>,1,1,Cape Fear,1
1045,Point,776,JB9,3472,FLAT R,SR 1004,1985-06-12T00:00:00Z,Full Scale,Fair,36.1325,-78.828056,10,7.024883,0.0110982833979,169,258,10,30,40,20,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,23,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1046,Point,777,JB9,6891,FLAT R,SR 1004,1995-08-01T00:00:00Z,Full Scale,Fair,36.1325,-78.828056,12,6.907063,0.0110982833979,169,258,25,25,20,25,5,<Null>,NA,30,23,50,<Null>,2,30,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1047,Point,778,JB9,8215,FLAT R,SR 1004,2000-08-09T00:00:00Z,Full Scale,Fair,36.1325,-78.828056,13,6.734272,0.0110982833979,169,258,20,30,30,20,0,<Null>,NA,0,22,75,6.7,1.7,20,<Null>,0.5,<Null>,4,20,12,2,<Null>,<Null>,2,2,Neuse,1
1048,Point,657,JB350,11890,E PR ENO R,SR 1332,2014-07-10T00:00:00Z,Full Scale,Good-Fair,36.13743,-79.15773,17,5.577228,NA,11.43,0,20,40,10,20,10,<Null>,NA,70,21.7,95,6.5,8,7,10,0.2,0.4,5,12,12,7,<Null>,<Null>,2,2,Neuse,1
1049,Point,1427,JB192,3525,LITTLE R,US 501,1985-07-29T00:00:00Z,Full Scale,Good,36.138611,-78.906111,31,5.032426,0.00597168886259,80.2649,355,30,40,20,10,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1050,Point,1428,JB192,4116,LITTLE R,US 501,1987-07-06T00:00:00Z,Full Scale,Excellent,36.138611,-78.906111,38,5.482403,0.00597168886259,80.2649,355,30,50,10,10,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1051,Point,2455,BB33,10107,TICKLE CR,SR 1504,2006-09-11T00:00:00Z,Full Scale,Fair,36.138056,-79.512778,9,6.736702,0.0104377741464,3.8,600,20,45,20,15,5,<Null>,NA,0,20.100000000000001,165,6.7,4.5,4,4.5,0.2,1.2,5,17,13,7,<Null>,<Null>,1,1,Cape Fear,1
1052,Point,1038,BB427,3747,HORSEPEN CR,US 220,1986-04-29T00:00:00Z,Full Scale,Good-Fair,36.136389,-79.860833,22,6.439119,0.227104660706,14.609889,753,0,0,10,90,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1053,Point,1039,BB427,6246,HORSEPEN CR,US 220,1993-07-14T00:00:00Z,EPT,Fair,36.136389,-79.860833,9,6.088095,0.227104660706,14.609889,753,0,0,10,60,30,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1054,Point,1040,BB427,7630,HORSEPEN CR,US 220,1998-07-08T00:00:00Z,EPT,Fair,36.136389,-79.860833,7,6.173333,0.227104660706,14.609889,753,0,0,15,80,5,<Null>,NA,90,24,142,7.3,5.8,5,<Null>,0.2,<Null>,5,11,3,10,<Null>,<Null>,1,1,Cape Fear,1
1055,Point,1041,BB427,8129,HORSEPEN CR,US 220,2000-06-06T00:00:00Z,Full Scale,Fair,36.136389,-79.860833,7,7.134016,0.227104660706,14.609889,753,5,0,5,80,10,<Null>,NA,70,21,150,7,7,4,<Null>,0.4,<Null>,4,11,3,9,<Null>,<Null>,1,1,Cape Fear,1
1056,Point,1042,BB427,8473,HORSEPEN CR,US 220,2001-07-12T00:00:00Z,Full Scale,Not Rated,36.136389,-79.860833,6,6.754237,0.227104660706,14.609889,753,0,0,10,75,15,<Null>,NA,60,23,93,7.1,5.5,4,8,0.3,1.5,5,13,3,8,<Null>,<Null>,1,1,Cape Fear,1
1057,Point,1043,BB427,9190,HORSEPEN CR,US 220,2003-07-10T00:00:00Z,EPT,Poor,36.136389,-79.860833,6,6.2,0.227104660706,14.609889,753,0,0,10,90,0,<Null>,NA,95,24,126,7.2,6.4,5,7,0.3,1,5,15,3,10,<Null>,<Null>,1,1,Cape Fear,1
1058,Point,1044,BB427,10498,HORSEPEN CR,US 220,2008-07-16T00:00:00Z,EPT,Fair,36.136389,-79.860833,10,6.062963,0.227104660706,14.609889,753,<Null>,<Null>,10,65,30,<Null>,NA,80,24.1,143,7.2,7.4,5,9,0.4,1.5,5,6,2,10,<Null>,<Null>,1,1,Cape Fear,1
1059,Point,1045,BB427,11663,HORSEPEN CR,US 220,2013-09-11T00:00:00Z,EPT,Fair,36.136389,-79.860833,7,5.9775,0.227104660706,14.609889,753,0,<Null>,10,80,10,<Null>,NA,60,21.7,153.4,7.1,6.2,8,10,0.3,1.5,5,12,3,7,<Null>,<Null>,1,1,Cape Fear,1
1060,Point,2719,JB313,10264,W FK ENO R,SR 1004,2007-07-23T00:00:00Z,EPT,Good-Fair,36.139444,-79.169444,16,5.5625,NA,11,584,20,20,10,10,10,<Null>,NA,90,25,73,7,5.8,4,8,0.4,1,4,15,12,8,<Null>,<Null>,2,2,Neuse,1
1061,Point,1399,JB18,4822,LITTLE R,SR 1461,1989-02-15T00:00:00Z,EPT,Excellent,36.141667,-78.920556,27,3.872656,0.00575969911324,78.3,389,40,20,10,30,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,18,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1062,Point,1400,JB18,4823,LITTLE R,SR 1461,1989-02-15T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,33,5.800276,0.00575969911324,78.3,389,40,20,10,30,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,18,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1063,Point,1401,JB18,4908,LITTLE R,SR 1461,1989-04-20T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,30,4.584385,0.00575969911324,78.3,389,60,10,5,25,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,25,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1064,Point,1402,JB18,4907,LITTLE R,SR 1461,1989-04-20T00:00:00Z,EPT,Excellent,36.141667,-78.920556,29,3.715862,0.00575969911324,78.3,389,60,10,5,25,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,25,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1065,Point,1403,JB18,5000,LITTLE R,SR 1461,1989-07-27T00:00:00Z,Full Scale,Good,36.141667,-78.920556,30,5.238028,0.00575969911324,78.3,389,80,10,0,10,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,27,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1066,Point,1404,JB18,5001,LITTLE R,SR 1461,1989-07-27T00:00:00Z,EPT,Good,36.141667,-78.920556,22,4.666964,0.00575969911324,78.3,389,80,10,0,10,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,27,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1067,Point,1405,JB18,5101,LITTLE R,SR 1461,1989-10-12T00:00:00Z,EPT,Excellent,36.141667,-78.920556,29,3.736719,0.00575969911324,78.3,389,50,20,15,15,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1068,Point,1406,JB18,5100,LITTLE R,SR 1461,1989-10-12T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,34,5.015909,0.00575969911324,78.3,389,50,20,15,15,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1069,Point,1407,JB18,5139,LITTLE R,SR 1461,1990-01-11T00:00:00Z,EPT,Excellent,36.141667,-78.920556,28,4.416981,0.00575969911324,78.3,389,50,15,10,25,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,25,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1070,Point,1408,JB18,5140,LITTLE R,SR 1461,1990-01-11T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,31,5.229836,0.00575969911324,78.3,389,50,15,10,25,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,25,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1071,Point,1409,JB18,5216,LITTLE R,SR 1461,1990-04-05T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,37,4.971186,0.00575969911324,78.3,389,55,20,10,15,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,25,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1072,Point,1410,JB18,5340,LITTLE R,SR 1461,1990-09-11T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,36,5.056499,0.00575969911324,78.3,389,40,20,10,30,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1073,Point,1411,JB18,5466,LITTLE R,SR 1461,1990-10-22T00:00:00Z,Full Scale,Good,36.141667,-78.920556,25,5.766667,0.00575969911324,78.3,389,40,10,30,20,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,13,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1074,Point,1412,JB18,5612,LITTLE R,SR 1461,1991-07-08T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,31,4.785965,0.00575969911324,78.3,389,60,20,10,10,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,23,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1075,Point,1413,JB18,6881,LITTLE R,SR 1461,1995-07-28T00:00:00Z,Full Scale,Good,36.141667,-78.920556,28,5.536334,0.00575969911324,78.3,389,55,15,5,20,5,<Null>,NA,20,26.2,89,<Null>,7.6,26,<Null>,1.1000000000000001,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1076,Point,1414,JB18,8212,LITTLE R,SR 1461,2000-08-08T00:00:00Z,Full Scale,Excellent,36.141667,-78.920556,34,5.183862,0.00575969911324,78.3,389,60,10,20,10,0,<Null>,NA,0,27,98,7.6,8.6,23,<Null>,1,<Null>,4,20,3,2,<Null>,<Null>,2,2,Neuse,1
1077,Point,1415,JB18,8996,LITTLE R,SR 1461,2002-09-05T00:00:00Z,EPT,Not Rated,36.141667,-78.920556,7,4.593333,0.00575969911324,78.3,389,30,30,20,20,0,<Null>,NA,20,25,75,7.2,7.1,15,<Null>,0.6,<Null>,4,12,9,9,<Null>,<Null>,2,2,Neuse,1
1078,Point,1416,JB18,9037,LITTLE R,SR 1461,2003-01-09T00:00:00Z,EPT,Good-Fair,36.141667,-78.920556,19,4.202041,0.00575969911324,78.3,389,60,20,10,10,0,<Null>,NA,0,6.2,79,<Null>,14.2,20,26,0.5,2,5,20,12,2,<Null>,<Null>,2,2,Neuse,1
1079,Point,1417,JB18,9125,LITTLE R,SR 1461,2003-05-06T00:00:00Z,EPT,Good-Fair,36.141667,-78.920556,23,4.292929,0.00575969911324,78.3,389,60,20,10,10,0,<Null>,NA,40,16,80,7.4,12,20,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
1080,Point,1418,JB18,9278,LITTLE R,SR 1461,2003-10-01T00:00:00Z,EPT,Excellent,36.141667,-78.920556,29,4.213475,0.00575969911324,78.3,389,50,30,10,10,0,<Null>,NA,20,15,82,6.5,9.6999999999999993,20,20,0.3,1,5,20,10,7,<Null>,<Null>,2,2,Neuse,1
1081,Point,1419,JB18,9651,LITTLE R,SR 1461,2005-06-30T00:00:00Z,Full Scale,Good,36.141667,-78.920556,30,5.25817,0.00575969911324,78.3,389,30,30,30,10,0,<Null>,NA,10,26.5,88,7.8,9.5,25,25.5,0.5,1.5,5,18,10,4,<Null>,<Null>,2,2,Neuse,1
1082,Point,1420,JB18,10377,LITTLE R,SR 1461,2008-01-11T00:00:00Z,EPT,Not Rated,36.141667,-78.920556,11,4.869091,0.00575969911324,78.3,389,30,20,20,0,0,<Null>,NA,20,9.9,97,6.4,10,12,24,0.3,0.6,5,20,12,5,<Null>,<Null>,2,2,Neuse,1
1083,Point,1421,JB18,11051,LITTLE R,SR 1461,2010-07-26T00:00:00Z,EPT,Excellent,36.141667,-78.920556,28,4.176812,0.00575969911324,78.3,389,50,20,10,10,10,<Null>,NA,20,31.1,89.3,7,5.76,18,25,0.4,1,5,16,13,7,<Null>,<Null>,2,2,Neuse,1
